001,2021-10-17 00:03:27,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:03:38,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:03:49,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:04:00,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:04:11,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:04:13,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:04:22,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:04:24,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:04:33,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:04:35,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:04:44,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:04:46,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:04:55,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:04:57,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:05:08,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:05:19,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:05:30,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:05:41,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:06:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:06:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:06:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:06:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:06:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:07:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:07:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:07:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:07:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:08:13,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:08:24,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:08:35,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:08:46,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:08:57,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:09:08,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:09:19,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:09:30,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:09:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:10:13,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:10:24,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:10:35,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:10:46,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:10:57,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:11:08,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:11:19,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:11:30,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:11:41,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:12:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:12:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:12:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:12:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:12:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:13:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:13:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:13:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:13:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:14:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:14:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:14:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:14:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:14:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:15:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:15:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:15:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:15:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:16:15,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:16:26,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:16:37,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:16:48,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:16:59,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:17:10,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:17:21,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:17:32,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:17:43,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:18:15,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:18:26,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:18:37,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:18:48,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:18:59,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:19:10,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:19:21,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:19:32,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:19:43,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:20:15,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:20:26,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:20:37,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:20:48,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:20:59,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:21:10,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:21:21,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:21:32,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:21:43,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:22:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:22:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:22:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:22:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:22:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:23:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:23:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:23:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:23:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:24:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:24:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:24:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:24:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:24:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:25:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:25:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:25:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:25:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:26:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:26:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:26:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:26:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:26:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:27:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:27:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:27:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:27:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:28:15,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:28:26,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:28:37,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:28:48,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:28:59,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:29:10,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:29:21,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:29:32,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:29:43,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:30:14,,26.42,1011,77,3.29,overcast clouds,6
011,2021-10-17 00:30:25,,26.42,1011,77,3.29,overcast clouds,6
111,2021-10-17 00:30:36,,26.42,1011,77,3.29,overcast clouds,6
002,2021-10-17 00:30:47,,26.42,1011,77,3.29,overcast clouds,6
022,2021-10-17 00:30:58,,26.42,1011,77,3.29,overcast clouds,6
222,2021-10-17 00:31:09,,26.42,1011,77,3.29,overcast clouds,6
003,2021-10-17 00:31:20,,26.42,1011,77,3.29,overcast clouds,6
033,2021-10-17 00:31:31,,26.42,1011,77,3.29,overcast clouds,6
333,2021-10-17 00:31:42,,26.42,1011,77,3.29,overcast clouds,6
001,2021-10-17 00:32:15,,26.42,1011,80,2.64,overcast clouds,6
011,2021-10-17 00:32:26,,26.42,1011,80,2.64,overcast clouds,6
111,2021-10-17 00:32:37,,26.42,1011,80,2.64,overcast clouds,6
002,2021-10-17 00:32:48,,26.42,1011,80,2.64,overcast clouds,6
022,2021-10-17 00:32:59,,26.42,1011,80,2.64,overcast clouds,6
222,2021-10-17 00:33:10,,26.42,1011,80,2.64,overcast clouds,6
003,2021-10-17 00:33:21,,26.42,1011,80,2.64,overcast clouds,6
033,2021-10-17 00:33:32,,26.42,1011,80,2.64,overcast clouds,6
333,2021-10-17 00:33:43,,26.42,1011,80,2.64,overcast clouds,6
001,2021-10-17 00:34:14,,26.42,1011,79,2.96,overcast clouds,6
011,2021-10-17 00:34:25,,26.42,1011,79,2.96,overcast clouds,6
111,2021-10-17 00:34:36,,26.42,1011,79,2.96,overcast clouds,6
002,2021-10-17 00:34:47,,26.42,1011,79,2.96,overcast clouds,6
022,2021-10-17 00:34:58,,26.42,1011,79,2.96,overcast clouds,6
222,2021-10-17 00:35:09,,26.42,1011,79,2.96,overcast clouds,6
003,2021-10-17 00:35:20,,26.42,1011,79,2.96,overcast clouds,6
033,2021-10-17 00:35:31,,26.42,1011,79,2.96,overcast clouds,6
333,2021-10-17 00:35:42,,26.42,1011,79,2.96,overcast clouds,6
001,2021-10-17 00:36:13,,26.42,1011,80,2.64,overcast clouds,6
011,2021-10-17 00:36:24,,26.42,1011,80,2.64,overcast clouds,6
111,2021-10-17 00:36:36,,26.42,1011,80,2.64,overcast clouds,6
