001,2021-10-08 00:03:18,,29.48,1011,69,2.45,few clouds,2
011,2021-10-08 00:03:21,,29.48,1011,69,2.45,few clouds,2
111,2021-10-08 00:03:24,,29.48,1011,69,2.45,few clouds,2
001,2021-10-08 00:03:27,,29.48,1011,69,2.45,few clouds,2
002,2021-10-08 00:03:27,,29.48,1011,69,2.45,few clouds,2
011,2021-10-08 00:03:30,,29.48,1011,69,2.45,few clouds,2
022,2021-10-08 00:03:30,,29.48,1011,69,2.45,few clouds,2
111,2021-10-08 00:03:33,,29.48,1011,69,2.45,few clouds,2
222,2021-10-08 00:03:33,,29.48,1011,69,2.45,few clouds,2
002,2021-10-08 00:03:36,,29.48,1011,69,2.45,few clouds,2
003,2021-10-08 00:03:36,,29.48,1011,69,2.45,few clouds,2
001,2021-10-08 00:03:38,,29.48,1011,69,2.45,few clouds,2
022,2021-10-08 00:03:39,,29.48,1011,69,2.45,few clouds,2
033,2021-10-08 00:03:39,,29.48,1011,69,2.45,few clouds,2
011,2021-10-08 00:03:41,,29.48,1011,69,2.45,few clouds,2
222,2021-10-08 00:03:42,,29.48,1011,69,2.45,few clouds,2
333,2021-10-08 00:03:42,,29.48,1011,69,2.45,few clouds,2
111,2021-10-08 00:03:44,,29.48,1011,69,2.45,few clouds,2
003,2021-10-08 00:03:45,,29.48,1011,69,2.45,few clouds,2
002,2021-10-08 00:03:47,,29.48,1011,69,2.45,few clouds,2
033,2021-10-08 00:03:48,,29.48,1011,69,2.45,few clouds,2
022,2021-10-08 00:03:50,,29.48,1011,69,2.45,few clouds,2
333,2021-10-08 00:03:51,,29.48,1011,69,2.45,few clouds,2
222,2021-10-08 00:03:53,,29.48,1011,69,2.45,few clouds,2
003,2021-10-08 00:03:56,,29.48,1011,69,2.45,few clouds,2
033,2021-10-08 00:03:59,,29.48,1011,69,2.45,few clouds,2
333,2021-10-08 00:04:02,,29.48,1011,69,2.45,few clouds,2
001,2021-10-08 00:04:05,,29.48,1011,69,2.45,few clouds,2
011,2021-10-08 00:04:08,,29.48,1011,69,2.45,few clouds,2
111,2021-10-08 00:04:11,,29.48,1011,69,2.45,few clouds,2
002,2021-10-08 00:04:14,,29.48,1011,69,2.45,few clouds,2
022,2021-10-08 00:04:17,,29.48,1011,69,2.45,few clouds,2
222,2021-10-08 00:04:20,,29.48,1011,69,2.45,few clouds,2
003,2021-10-08 00:04:23,,29.48,1011,69,2.45,few clouds,2
033,2021-10-08 00:04:26,,29.48,1011,69,2.45,few clouds,2
333,2021-10-08 00:04:29,,29.48,1011,69,2.45,few clouds,2
001,2021-10-08 00:05:08,,29.48,1011,69,2.45,few clouds,2
011,2021-10-08 00:05:11,,29.48,1011,69,2.45,few clouds,2
111,2021-10-08 00:05:14,,29.48,1011,69,2.45,few clouds,2
002,2021-10-08 00:05:17,,29.48,1011,69,2.45,few clouds,2
022,2021-10-08 00:05:20,,29.48,1011,69,2.45,few clouds,2
222,2021-10-08 00:05:23,,29.48,1011,69,2.45,few clouds,2
003,2021-10-08 00:05:26,,29.48,1011,69,2.45,few clouds,2
033,2021-10-08 00:05:29,,29.48,1011,69,2.45,few clouds,2
333,2021-10-08 00:05:32,,29.48,1011,69,2.45,few clouds,2
001,2021-10-08 00:06:05,,29.48,1011,69,2.45,few clouds,2
011,2021-10-08 00:06:08,,29.48,1011,69,2.45,few clouds,2
111,2021-10-08 00:06:11,,29.48,1011,69,2.45,few clouds,2
002,2021-10-08 00:06:14,,29.48,1011,69,2.45,few clouds,2
